tweet_id,score,lat,lng,timestamp
1016534198297886720,1,39.7837304,-100.4458825,1531210013
1016534198293880833,1,36.5277607,36.5277607,1531210013
1016534198293852160,1,40.9699889,-77.7278831,1531210013
1016534198264332290,0,39.7837304,-100.4458825,1531210013
1016534197924581376,0,3.4319329,3.4319329,1531210013
1016534197769555968,1,-15.7586435,-15.7586435,1531210013
1016534197509353472,-1,32.3293809,-83.1137366,1531210013
1016534197479936000,1,38.5815719,-121.4943996,1531210013
1016534197220007936,0,-34.7646769,-58.3964824,1531210013
1016534197136064512,-1,39.52927,-119.8136744,1531210013
1016534196901142528,-1,36.7014631,-118.7559974,1531210013
1016534196762890240,1,34.395342,-111.7632755,1531210013
1016534196721012737,0,39.7837304,-100.4458825,1531210013
1016534196368629761,1,25.7742658,-80.1936589,1531210013
1016534196221693953,-1,-24.7761086,134.755,1531210013
1016534196024561665,-1,37.1232245,-78.4927721,1531210013
1016534195894661122,1,39.7837304,-100.4458825,1531210013
1016534195550806016,-1,27.7567667,-81.4639835,1531210013
1016534195521417216,1,55.7507178,37.6176606,1531210013
1016534195328331776,1,45.5202471,-122.6741949,1531210013
1016534195290583040,-1,33.4485866,-112.0773456,1531210013
1016534194246373377,1,36.2079779,-86.2910945,1531210012
1016534193998893057,-1,41.6612561,41.6612561,1531210012
1016534193877192705,1,40.2253569,40.2253569,1531210012
1016534193545740289,0,34.4221319,34.4221319,1531210012
1016534193537511424,1,35.4597495,35.4597495,1531210012
1016534193294200832,1,63.445531,10.9032872,1531210012
1016534192866365440,1,34.2331373,-102.4107493,1531210012
1016534192677507074,1,39.7837304,-100.4458825,1531210012
1016534192325386240,1,43.653963,-79.387207,1531210012
1016534192207720448,1,48.81173655,48.81173655,1531210012
1016534192136638465,1,37.274532,37.274532,1531210012
1016534191721230337,1,38.8339578,-104.8253485,1531210012
1016534191721177090,1,45.4423543,-73.4373087,1531210012
1016534191587065857,1,39.9524152,39.9524152,1531210012
1016534191301787648,-1,40.8324188,40.8324188,1531210012
1016534190542802944,-1,40.3270127,-86.1746933,1531210011
1016534190462914561,-1,39.8211225,39.8211225,1531210011
1016534190312120320,0,45.4972159,-73.6103642,1531210011
1016534190219673600,0,40.7670126,-111.8904308,1531210011
1016534189737472000,1,32.701939,-97.1057149357776,1531210011
1016534189422698496,1,37.3297085,-121.9031599,1531210011
1016534189087354880,0,40.7306458,40.7306458,1531210011
1016534189053743104,1,32.7762719,-96.7968559,1531210011
1016534188990877696,0,38.6529545,-90.2411165602464,1531210011
1016534188869091328,0,38.8949549,-77.0366456,1531210011
1016534188445569025,1,40.74123595,-73.356691165361,1531210011
1016534188206542849,0,32.2345872,32.2345872,1531210011
1016534188185485313,1,33.4709714,-81.9748429,1531210011
1016534187720040453,1,51.4647527,51.4647527,1531210011
1016534187644465152,1,38.8949549,-77.0366456,1531210011
1016534187027951616,0,38.84085425,38.84085425,1531210011
1016534186361020417,1,35.4729886,-97.5170536,1531210010
1016534186352631808,0,-27.4351024,-59.0017622330522,1531210010
1016534186340077574,1,40.9699889,-77.7278831,1531210010
1016534186012827649,-1,34.054935,-118.244476,1531210010
1016534185907978240,0,41.6786754,41.6786754,1531210010
1016534185895346176,1,47.6038321,-122.3300624,1531210010
1016534185853386752,1,37.7647993,-122.4629897,1531210010
1016534185853349888,-1,39.7837304,-100.4458825,1531210010
1016534185828343808,-1,40.8936131,40.8936131,1531210010
1016534185811632129,1,39.7837304,-100.4458825,1531210010
1016534185249406976,0,39.7837304,-100.4458825,1531210010
1016534185077624832,1,39.7837304,-100.4458825,1531210010
1016534185048145921,0,39.7837304,-100.4458825,1531210010
1016534184767025153,1,38.8841115,-77.0243995,1531210010
1016534184255541248,-1,39.7837304,-100.4458825,1531210010
1016534184217604096,0,39.7837304,-100.4458825,1531210010
1016534183756230658,1,39.7837304,-100.4458825,1531210010
1016534183349346305,-1,47.6144219,-122.1923372,1531210010
1016534183110250496,-1,61.0666922,-107.9917071,1531210010
1016534183038967808,1,39.7391428,-104.984696,1531210010
1016534182611308544,-1,27.9477595,-82.458444,1531210010
1016534182313545728,1,42.7653662,42.7653662,1531210010
1016534182149984256,-1,33.02419495,33.02419495,1531210009
1016534181269164033,1,36.8529841,36.8529841,1531210009
1016534181176922112,0,35.9603948,-83.9210261,1531210009
1016534180988006401,1,36.7014631,-118.7559974,1531210009
1016534180665221120,1,52.7954791,-0.540240286617432,1531210009
1016534180665184256,-1,35.6729639,-79.0392919,1531210009
1016534180505612288,1,48.0586288,48.0586288,1531210009
1016534180392398848,1,34.395342,-111.7632755,1531210009
1016534180228820992,1,33.987568,33.987568,1531210009
1016534180082089986,-1,25.7929198,-80.1353006,1531210009
1016534180014972928,-1,-34.5054375,-34.5054375,1531210009
1016534179847254019,0,43.0736518,43.0736518,1531210009
1016534179499200513,-1,42.2625932,42.2625932,1531210009
1016534179264245760,0,10.6377186,10.6377186,1531210009
1016534179079774208,-1,30.2711286,-97.7436995,1531210009
